"s", 5, 128, 3, 100, 31, "24/07/2019 12:46:32", 1563965192.06, 1.0, 18340, 18457, 18398, 0.8348964013086151, 0.8048436907406404, 0.8036743124252637
"r", 5, 64, 3, 100, 29, "24/07/2019 12:46:37", 1563965197.41, 1.0, 18340, 18457, 18398, 0.9172846237731734, 0.8862220295822724, 0.8834112403522122
"t", 5, 256, 3, 100, 32, "24/07/2019 12:46:44", 1563965204.2, 1.0, 18340, 18457, 18398, 0.7904580152671755, 0.7570027631792816, 0.7619306446352865
"p", 5, 16, 3, 100, 21, "24/07/2019 12:47:23", 1563965243.55, 1.0, 18340, 18457, 18398, 0.9414394765539804, 0.9088692636939915, 0.9097728013914556
"o", 5, 8, 3, 100, 15, "24/07/2019 12:47:29", 1563965249.12, 1.0, 18340, 18457, 18398, 0.9511995637949836, 0.9206805006230698, 0.9230894662463311
"q", 5, 32, 3, 100, 26, "24/07/2019 12:47:35", 1563965255.11, 1.0, 18340, 18457, 18398, 0.944711014176663, 0.9066478842715501, 0.9075442982932928
"s", 5, 128, 3, 100, 32, "24/07/2019 12:47:44", 1563965264.19, 1.0, 18340, 18457, 18398, 0.8512540894220284, 0.8175759874302433, 0.8195456027829112
"r", 5, 64, 3, 100, 30, "24/07/2019 12:47:51", 1563965271.13, 1.0, 18340, 18457, 18398, 0.921319520174482, 0.8897437286666305, 0.8869985868029133
"t", 5, 256, 3, 100, 33, "24/07/2019 12:47:51", 1563965271.78, 1.0, 18340, 18457, 18398, 0.7937840785169029, 0.7580863628975456, 0.7629633655832155
"n", 5, 1, 3, 100, 3, "24/07/2019 12:48:10", 1563965290.73, 1.0, 18340, 18457, 18398, 0.7788440567066521, 0.7570569431651948, 0.7564952712251332
"s", 5, 128, 3, 100, 33, "24/07/2019 12:48:54", 1563965334.16, 1.0, 18340, 18457, 18398, 0.8499454743729553, 0.8179552473316357, 0.8200891401239265
