"m", 5, 6, 100, 16, "23/07/2019 17:15:30", 1563894930.63, 1.0, 18340, 18457, 18398, 0.7600872410032715, 0.7369561683913962, 0.7394825524513534
"h", 5, 1, 100, 34, "23/07/2019 17:15:49", 1563894949.67, 1.0, 18340, 18457, 18398, 0.841330425299891, 0.7973126726987051, 0.7953038373736275
"l", 5, 5, 100, 18, "23/07/2019 17:15:58", 1563894958.29, 1.0, 18340, 18457, 18398, 0.8314067611777536, 0.8056563905293385, 0.8079139036851831
"i", 5, 2, 100, 28, "23/07/2019 17:16:24", 1563894984.29, 1.0, 18340, 18457, 18398, 0.9691930207197382, 0.9333044373408463, 0.934503750407653
"j", 5, 3, 100, 24, "23/07/2019 17:16:27", 1563894987.16, 1.0, 18340, 18457, 18398, 0.9425845147219193, 0.919109281031587, 0.9214045004891837
"k", 5, 4, 100, 21, "23/07/2019 17:17:13", 1563895033.06, 1.0, 18340, 18457, 18398, 0.9034896401308615, 0.8766863520615484, 0.8771062071964344
"h", 5, 1, 100, 35, "23/07/2019 17:17:30", 1563895050.36, 1.0, 18340, 18457, 18398, 0.8562704471101418, 0.8121579888389229, 0.8099249918469399
"i", 5, 2, 100, 29, "23/07/2019 17:18:32", 1563895112.55, 1.0, 18340, 18457, 18398, 0.9665212649945475, 0.9318415777211898, 0.930427220350038
"j", 5, 3, 100, 25, "23/07/2019 17:18:50", 1563895130.69, 1.0, 18340, 18457, 18398, 0.9647764449291167, 0.9396434956926911, 0.9416784433090554
"m", 5, 6, 100, 17, "23/07/2019 17:19:06", 1563895146.3, 1.0, 18340, 18457, 18398, 0.7823882224645583, 0.7550522836864062, 0.7585063593868899
"l", 5, 5, 100, 19, "23/07/2019 17:19:12", 1563895152.4, 1.0, 18340, 18457, 18398, 0.8367502726281352, 0.8126456087121418, 0.8111207739971736
"h", 5, 1, 100, 36, "23/07/2019 17:19:16", 1563895156.07, 1.0, 18340, 18457, 18398, 0.8671210468920393, 0.8250528254862654, 0.8206326774649418
"k", 5, 4, 100, 22, "23/07/2019 17:20:02", 1563895202.35, 1.0, 18340, 18457, 18398, 0.9151581243184297, 0.8886601289483664, 0.8856940971844766
"i", 5, 2, 100, 30, "23/07/2019 17:20:35", 1563895235.86, 1.0, 18340, 18457, 18398, 0.974700109051254, 0.9390475158476459, 0.9400478312860093
"h", 5, 1, 100, 37, "23/07/2019 17:20:59", 1563895259.06, 1.0, 18340, 18457, 18398, 0.8741003271537623, 0.8332881833450724, 0.8300902271986086
"j", 5, 3, 100, 26, "23/07/2019 17:21:23", 1563895283.62, 1.0, 18340, 18457, 18398, 0.9602508178844057, 0.9393184157772119, 0.9422763343841722
"l", 5, 5, 100, 20, "23/07/2019 17:22:20", 1563895340.79, 1.0, 18340, 18457, 18398, 0.8606324972737186, 0.8350219428942949, 0.8333514512447006
"h", 5, 1, 100, 38, "23/07/2019 17:22:36", 1563895356.32, 1.0, 18340, 18457, 18398, 0.8900763358778626, 0.8474833396543316, 0.8462332862267637
"i", 5, 2, 100, 31, "23/07/2019 17:22:37", 1563895357.42, 1.0, 18340, 18457, 18398, 0.9729007633587786, 0.9352549168337216, 0.9372214371127296
"m", 5, 6, 100, 18, "23/07/2019 17:22:42", 1563895362.3, 1.0, 18340, 18457, 18398, 0.7738276990185388, 0.7521807444330064, 0.7505707142080661
"k", 5, 4, 100, 23, "23/07/2019 17:22:45", 1563895365.29, 1.0, 18340, 18457, 18398, 0.9169574700109051, 0.8901771685539361, 0.8866181106642026
"j", 5, 3, 100, 27, "23/07/2019 17:23:52", 1563895432.88, 1.0, 18340, 18457, 18398, 0.9687568157033806, 0.9424608549601777, 0.943580824002609
"h", 5, 1, 100, 39, "23/07/2019 17:24:18", 1563895458.77, 1.0, 18340, 18457, 18398, 0.892639040348964, 0.8510592187246031, 0.849820632677465
"i", 5, 2, 100, 32, "23/07/2019 17:24:43", 1563895483.65, 1.0, 18340, 18457, 18398, 0.9794983642311886, 0.9425692149320041, 0.9451570822915534
"l", 5, 5, 100, 21, "23/07/2019 17:25:31", 1563895531.66, 1.0, 18340, 18457, 18398, 0.8601962922573609, 0.8354012027956873, 0.8353081856723557
"k", 5, 4, 100, 24, "23/07/2019 17:25:34", 1563895534.73, 1.0, 18340, 18457, 18398, 0.9187022900763359, 0.88719726932871, 0.8873247092075226
"h", 5, 1, 100, 40, "23/07/2019 17:26:00", 1563895560.76, 1.0, 18340, 18457, 18398, 0.8946019629225737, 0.8541474779216558, 0.8513968909664094
"m", 5, 6, 100, 19, "23/07/2019 17:26:14", 1563895574.56, 1.0, 18340, 18457, 18398, 0.8185932388222464, 0.787451915262502, 0.7923143819980433
"j", 5, 3, 100, 28, "23/07/2019 17:26:23", 1563895583.78, 1.0, 18340, 18457, 18398, 0.9695201744820066, 0.9430026548193098, 0.9445591912164366
"i", 5, 2, 100, 33, "23/07/2019 17:26:50", 1563895610.75, 1.0, 18340, 18457, 18398, 0.9834787350054526, 0.9469036138050604, 0.948690075008153
"h", 5, 1, 100, 41, "23/07/2019 17:27:41", 1563895661.69, 1.0, 18340, 18457, 18398, 0.9034351145038167, 0.8643874952592512, 0.8619415153821067
"k", 5, 4, 100, 25, "23/07/2019 17:28:20", 1563895700.49, 1.0, 18340, 18457, 18398, 0.9247001090512541, 0.8979249065395243, 0.8989564083052506
